"Date","total_precip_mm","minTemp_C","maxTemp_C","AveTemp_C"
2019-01-01,0,0.797,5.437,2.633
2019-01-02,14,1.153,4.454,2.881
2019-01-03,65.6,3.643,9.903,7.324
2019-01-04,7,4.22,9.089,7.045
2019-01-05,2,4.558,7.72,5.736
2019-01-06,5.4,0.384,6.382,4.172
2019-01-07,0,-1.128,5.591,0.851
2019-01-08,7.6,0.934,2.61,1.98
2019-01-09,11.4,2.45,8.295,5.216
2019-01-10,3,7.066,10.614,8.828
2019-01-11,0.2,3.036,9.952,6.714
2019-01-12,0,1.126,9.657,4.621
2019-01-13,0,1.071,10.59,3.994
2019-01-14,0,-1.157,9.015,1.998
2019-01-15,0,-2.712,5.872,0.256
2019-01-16,0,-2.073,6.636,1.407
2019-01-17,6.4,1.994,9.583,5.806
2019-01-18,8.8,6.509,8.693,7.531
2019-01-19,6.6,2.262,7.845,5.633
2019-01-20,0.2,-0.143,7.569,3.218
2019-01-21,0,-2.16,6.712,1.27
2019-01-22,29.8,2.343,6.077,4.756
2019-01-23,1.2,2.128,9.336,5.572
2019-01-24,0,4.532,7.242,5.58
2019-01-25,0,2.182,8.668,4.842
2019-01-26,0,4.973,7.268,5.691
2019-01-27,0,3.854,6.636,5.382
2019-01-28,0,-1.213,9.139,2.856
2019-01-29,0,-2.683,9.287,1.232
2019-01-30,0,-2.16,7.167,1.955
2019-01-31,1.8,2.61,8.444,4.99
2019-02-01,8.8,4.766,9.682,6.341
2019-02-02,0.2,2.316,6.077,4.258
2019-02-03,0.2,-3.807,3.485,0.543
2019-02-04,0,-6.579,-0.873,-3.46
2019-02-05,2.8,-8.597,2.557,-4.496
2019-02-06,0,-6.962,3.538,-3.083
2019-02-07,0,-6.357,2.983,-1.827
2019-02-08,0,-2.044,0.77,-0.433
2019-02-09,0,-4.957,1.289,-1.063
2019-02-10,0,-10.511,-0.116,-5.067
2019-02-11,0,-4.743,-1.356,-3.242
2019-02-12,0,-2.771,2.637,-0.993
2019-02-13,1,-2.276,3.036,-0.21
2019-02-14,1.8,-6.42,1.48,-2.261
2019-02-15,17.8,-0.116,4.792,1.5
2019-02-16,3.8,-2.479,7.995,1.522
2019-02-17,0,-1.727,7.444,2.476
2019-02-18,0,-3.777,6.051,0.69
2019-02-19,0.2,0.079,4.895,2.063
2019-02-20,0,-1.814,6.102,2.336
2019-02-21,0,-4.318,7.92,0.553
2019-02-22,4.4,-0.563,9.731,2.844
2019-02-23,7,-1.641,7.494,1.43
2019-02-24,10.8,-1.842,6.509,2.014
2019-02-25,0,-4.348,4.792,0.765
2019-02-26,0,-6.579,3.801,-0.679
2019-02-27,0,-0.032,4.714,2.645
2019-02-28,0,-2.712,6.965,1.216
2019-03-01,0,-3.687,7.87,0.707
2019-03-02,0,-4.106,7.97,0.945
2019-03-03,0,-3.449,6.179,0.482
2019-03-04,0,-5.698,5.642,-0.694
2019-03-05,0,-3.508,6.763,0.848
2019-03-06,0,-5.979,6.281,-0.385
2019-03-07,0,-2.131,8.095,2.368
2019-03-08,3.6,-2.596,5.668,1.085
2019-03-09,0,-4.926,7.945,0.505
2019-03-10,0,-4.621,9.903,2.301
2019-03-11,7.8,1.507,6.611,3.243
2019-03-12,0.2,0.66,10.687,4.12
2019-03-13,0,-1.986,10.834,3.416
2019-03-14,0.8,1.697,9.731,5.004
2019-03-15,0.8,3.221,13.112,7.17
2019-03-16,0,1.044,15.509,7.199
2019-03-17,0,0.495,18.247,8.234
2019-03-18,0,1.071,21.795,9.628
2019-03-19,0,1.344,22.298,9.973
2019-03-20,0,2.77,22.657,11.615
2019-03-21,0,3.854,19.579,11.13
2019-03-22,0,5.411,15.055,10.185
2019-03-23,0,3.538,15.199,8.374
2019-03-24,0,1.235,15.7,7.388
2019-03-25,4,1.751,12.582,6.974
2019-03-26,0.4,3.327,15.915,8.276
2019-03-27,0,2.584,15.509,8.641
2019-03-28,0,3.958,17.534,9.9
2019-03-29,0,1.913,18.247,9.334
2019-03-30,0,2.289,18.271,9.74
2019-03-31,0,2.477,18.461,9.889
2019-04-01,0,2.423,19.722,10.847
2019-04-02,0.6,4.74,20.15,12.439
2019-04-03,3.8,8.817,14.266,10.811
2019-04-04,0,6.839,16.725,11.454
2019-04-05,1.4,7.519,14.314,10.192
2019-04-06,10.2,5.565,11.151,8.095
2019-04-07,1.8,4.61,14.481,8.784
2019-04-08,9.8,3.063,10.026,6.617
2019-04-09,2,4.194,14.649,9.239
2019-04-10,0,7.419,14.026,9.176
2019-04-11,7.8,6.331,9.064,7.801
2019-04-12,0,4.947,14.673,9.591
2019-04-13,5.4,5.949,11.467,8.304
2019-04-14,0,5.231,11.662,7.948
2019-04-15,0,3.67,12.654,7.58
2019-04-16,0,1.534,14.697,7.96
2019-04-17,0,7.242,16.725,11.168
2019-04-18,1,9.485,11.565,10.461
2019-04-19,0,6.788,16.463,11.329
2019-04-20,0,3.195,18.723,10.411
2019-04-21,0,5.179,16.963,11.29
2019-04-22,0,7.77,11.856,9.698
2019-04-23,0,6.813,17.368,11.157
2019-04-24,0,3.591,15.031,9.4
2019-04-25,0,0.66,15.676,8.977
2019-04-26,0,2.797,15.581,9.523
2019-04-27,0,2.343,14.29,9.277
2019-04-28,0,1.534,16.892,9.466
2019-04-29,0,2.316,19.389,10.457
2019-04-30,0,2.423,19.77,11.439
2019-05-01,0,4.35,18.247,11.428
2019-05-02,0,8.12,17.177,12.005
2019-05-03,0,5.77,15.7,11.337
2019-05-04,0,5.514,18.438,12.093
2019-05-05,0,6.306,20.936,13.517
2019-05-06,0,5.77,23.04,14.266
2019-05-07,0,8.045,23.881,15.951
2019-05-08,0,8.295,24.653,16.188
2019-05-09,0,11.832,27.604,19.014
2019-05-10,0,9.46,27.801,18.85
2019-05-11,0,11.102,25.186,18.157
2019-05-12,0,8.245,16.654,12.78
2019-05-13,0,6.051,16.892,11.582
2019-05-14,0.6,9.089,15.557,11.517
2019-05-15,0.4,7.268,19.674,13.147
2019-05-16,0.2,10.369,20.889,14.561
2019-05-17,0,11.151,19.365,13.777
2019-05-18,0,8.841,19.865,14.258
2019-05-19,0,8.195,24.122,16.224
2019-05-20,0.2,10.222,15.318,12.825
2019-05-21,0,9.361,21.223,14.035
2019-05-22,0,8.965,25.21,16.644
2019-05-23,0,9.682,24.557,17.498
2019-05-24,0,10.149,17.106,13.507
2019-05-25,0.4,8.841,14.29,11.42
2019-05-26,0,7.87,24.291,16.081
2019-05-27,0,11.005,26.818,19.876
2019-05-28,0,10.638,20.603,15.579
2019-05-29,0,9.188,21.628,15.298
2019-05-30,0.2,9.115,25.687,17.08
2019-05-31,0.2,10.756,25.996,18.098
2019-06-01,0.2,11.624,25.378,18.2
2019-06-02,0.2,10.466,26.1,17.895
2019-06-03,0.2,12.59,20.738,16.469
2019-06-04,0.2,6.412,20.532,13.008
2019-06-05,0.4,10.949,18.367,14.331
2019-06-06,0.7,7.86,16.82,11.989
2019-06-07,1,6.605,17.439,11.582
2019-06-08,0.3,6.799,21.047,13.517
2019-06-09,0.2,6.316,21.15,13.313
2019-06-10,0.3,11.721,24.244,17.691
2019-06-11,0.2,10.949,30.43,20.338
2019-06-12,0.2,12.783,32.389,22.273
2019-06-13,0.2,13.362,28.059,20.44
2019-06-14,0.2,10.273,22.182,15.858
2019-06-15,0.2,9.984,25.172,17.284
2019-06-16,0.2,11.142,26.306,18.404
2019-06-17,0.2,11.817,26.203,18.709
2019-06-18,0.2,14.809,23.728,19.015
2019-06-19,4.2,10.706,19.941,14.958
2019-06-20,0.4,6.732,23.156,14.442
2019-06-21,0.2,8.825,21.769,14.942
2019-06-22,0.2,10.563,21.872,15.96
2019-06-23,0.2,11.238,21.047,15.858
2019-06-24,0.3,9.211,20.944,14.738
2019-06-25,0.2,7.667,24.244,15.553
2019-06-26,0.2,10.852,24.45,17.284
2019-06-27,15.9,13.169,20.944,16.775
2019-06-28,0.2,11.238,19.707,15.248
2019-06-29,0.2,10.756,21.769,15.96
2019-06-30,0.2,9.211,26.615,17.487
2019-07-01,0.2,11.431,27.646,19.218
2019-07-02,5.9,14.23,18.676,16.266
2019-07-03,0.2,14.52,22.182,18.2
2019-07-04,0.2,12.3,22.182,16.978
2019-07-05,0.4,12.197,22.084,16.711
2019-07-06,0.2,12.59,20.429,16.266
2019-07-07,2.4,14.423,18.367,16.266
2019-07-08,0.2,13.362,23.316,18.098
2019-07-09,3,11.528,24.656,17.793
2019-07-10,6.7,14.713,22.285,18.302
2019-07-11,0.2,12.493,22.8,17.386
2019-07-12,0.2,11.431,26.306,18.607
2019-07-13,0.2,14.423,26.203,20.033
2019-07-14,0.2,11.624,24.553,17.793
2019-07-15,0.3,12.01,24.244,17.793
2019-07-16,0.2,12.397,25.069,18.404
2019-07-17,1.3,15.003,23.728,19.218
2019-07-18,0.4,11.817,21.15,16.164
2019-07-19,0.2,8.246,21.872,14.637
2019-07-20,0.2,7.957,25.584,16.368
2019-07-21,0.2,9.115,30.018,19.117
2019-07-22,0.2,12.107,28.78,20.135
2019-07-23,0.2,12.3,25.378,18.506
2019-07-24,0.2,14.327,25.275,19.626
2019-07-25,0.2,11.914,26.615,19.015
2019-07-26,0.2,10.852,30.018,20.135
2019-07-27,0.2,15.678,24.244,19.829
2019-07-28,0.2,10.659,27.131,18.506
2019-07-29,0.2,11.528,27.543,19.218
2019-07-30,0.2,13.555,24.553,18.811
2019-07-31,0.2,16.354,25.687,20.847
2019-08-01,1.7,13.748,25.275,19.32
2019-08-02,0.8,16.74,27.131,21.764
2019-08-03,0.2,10.466,27.028,18.404
2019-08-04,0.2,10.756,31.77,20.847
2019-08-05,0.2,11.335,31.874,21.255
2019-08-06,0.2,13.458,31.461,22.171
2019-08-07,0.2,13.844,28.368,20.847
2019-08-08,0.2,13.169,25.069,18.811
2019-08-09,0.2,13.169,23.006,17.895
2019-08-10,0.3,14.23,22.697,18.302
2019-08-11,1.6,15.678,23.419,19.422
2019-08-12,0.2,15.389,25.584,20.338
2019-08-13,0.2,11.914,27.234,19.218
2019-08-14,0.2,13.651,29.296,21.153
2019-08-15,0.2,13.362,27.44,20.135
2019-08-16,0.2,12.3,23.006,17.386
2019-08-17,0.2,15.099,23.728,19.218
2019-08-18,0.2,11.721,25.378,18.2
2019-08-19,0.2,12.397,24.656,18.302
2019-08-20,0.2,9.404,24.553,16.673
2019-08-21,1.8,15.003,23.11,18.811
2019-08-22,0.2,13.844,24.347,18.811
2019-08-23,2,11.528,19.81,15.451
2019-08-24,0.2,11.528,22.078,16.469
2019-08-25,0.2,11.045,23.213,16.877
2019-08-26,0.2,8.729,25.069,16.469
2019-08-27,0.2,9.404,28.987,18.811
2019-08-28,0.2,11.817,30.018,20.644
2019-08-29,0.2,12.01,27.543,19.524
2019-08-30,0.2,17.126,23.11,20.033
2019-08-31,0.7,16.064,24.553,20.135
2019-09-01,0.2,14.23,25.172,19.524
2019-09-02,0.2,11.431,26.924,18.811
2019-09-03,2.5,12.01,26.512,18.913
2019-09-04,0.2,12.493,24.965,18.506
2019-09-05,0.2,10.37,28.368,19.015
2019-09-06,0.2,10.756,27.749,18.913
2019-09-07,0.2,12.01,23.831,17.589
2019-09-08,1,14.037,22.182,17.895
2019-09-09,0.3,12.879,21.563,16.978
2019-09-10,0.2,12.976,22.8,17.691
2019-09-11,0.2,9.018,20.841,14.637
2019-09-12,28.7,13.844,17.336,15.349
2019-09-13,1.3,11.914,20.119,15.757
2019-09-14,1.3,12.976,17.645,15.044
2019-09-15,2.9,11.238,17.645,14.229
2019-09-16,0.9,8.439,17.954,12.804
2019-09-17,11.3,12.3,15.273,13.619
2019-09-18,0.9,11.431,20.532,15.757
2019-09-19,1,7.667,17.748,12.295
2019-09-20,0.2,11.914,20.223,15.858
2019-09-21,1,9.791,17.851,13.517
2019-09-22,9.7,13.748,16.511,14.942
2019-09-23,9.5,11.721,13.521,12.397
2019-09-24,0.3,10.563,21.563,15.757
2019-09-25,0.2,7.667,18.057,12.499
2019-09-26,0.6,12.493,20.738,16.368
2019-09-27,7.4,6.799,15.48,10.768
2019-09-28,0.2,6.219,17.439,11.379
2019-09-29,0.2,8.632,15.583,11.786
2019-09-30,0.2,2.262,16.614,8.935
2019-10-01,0.2,1.876,16.923,8.833
2019-10-02,0.7,4.772,14.345,9.139
2019-10-03,0.3,8.536,14.139,11.073
2019-10-04,7.6,6.992,11.871,9.037
2019-10-05,1,6.799,16.408,11.277
2019-10-06,0.2,4.868,14.449,9.24
2019-10-07,8.6,9.984,18.057,13.72
2019-10-08,0.2,3.71,13.314,8.019
2019-10-09,0.3,0.911,11.665,5.779
2019-10-10,0.2,-1.695,13.005,5.066
2019-10-11,0.2,-0.633,16.201,7.204
2019-10-12,0.4,3.71,14.861,8.833
2019-10-13,0.2,4.675,15.273,9.546
2019-10-14,0.2,1.78,14.139,7.408
2019-10-15,4,5.447,10.221,7.51
2019-10-16,10.5,7.667,11.974,9.444
2019-10-17,4.3,6.895,15.273,10.666
2019-10-18,8.2,6.509,12.386,9.139
2019-10-19,3.4,4.868,10.324,7.204
2019-10-20,8.5,4.579,10.118,6.899
2019-10-21,18.5,6.799,10.634,8.324
2019-10-22,0.2,6.895,15.067,10.564
2019-10-23,0.2,2.938,12.489,7.204
2019-10-24,0.2,6.412,14.861,10.259
2019-10-25,0.3,7.571,16.614,11.786
2019-10-26,0.2,1.2,14.964,7.611
2019-10-27,0.2,-1.309,12.489,5.066
2019-10-28,0.2,-1.212,10.84,4.252
2019-10-29,0.2,-1.116,10.015,3.946
2019-10-30,0.2,-3.432,9.706,2.521
2019-10-31,0.2,-0.151,11.046,4.862
2019-11-01,0.2,-0.247,12.283,5.473
2019-11-02,0.2,0.235,12.283,5.677
2019-11-03,0.2,1.876,12.489,6.695
2019-11-04,0.2,4.193,10.943,7.102
2019-11-05,0.2,4.868,10.84,7.408
2019-11-06,0.2,0.525,13.108,6.288
2019-11-07,0.2,0.621,12.593,6.084
2019-11-08,0.2,5.6,13,10.013
2019-11-09,0.6,8.1,10.7,9.196
2019-11-10,0.2,6.4,12,9.025
2019-11-11,1.2,5,11.6,7.625
2019-11-12,13.8,6.3,10.3,8.275
2019-11-13,0,5.3,10.8,8.192
2019-11-14,0,3.5,11.4,6.8
2019-11-15,5.8,5.6,14.2,9.004
2019-11-16,11,6.4,10.9,8.858
2019-11-17,10.2,6.6,14.6,10.146
2019-11-18,17.8,5.5,8.6,7.475
2019-11-19,0.6,2.1,11.2,7.15
2019-11-20,0,-0.6,9.9,2.742
2019-11-21,0,-1.7,9.4,2.2
2019-11-22,0,1.2,8.9,3.983
2019-11-23,1.8,4.2,9.7,7.062
2019-11-24,0,3.1,11.5,6.433
2019-11-25,0,-1.8,9.4,3.062
2019-11-26,1,-2.8,4.3,1.138
2019-11-27,0,3.1,7.3,4.787
2019-11-28,0,-4.6,5.1,0.35
2019-11-29,0,-5.9,3.9,-2.663
2019-11-30,0,-5.9,4.2,-2.358
2019-12-01,0.2,-3.8,3.1,0.908
2019-12-02,0.4,1.9,4.3,3.225
2019-12-03,0,3.9,8,5.925
2019-12-04,0,3.4,9.1,6.779
2019-12-05,0.4,4.7,8.1,5.854
2019-12-06,4.6,4.8,8.4,6.254
2019-12-07,4.8,6.3,8.6,7.504
2019-12-08,0.2,5,8.8,6.742
2019-12-09,0,1.8,7.4,5.154
2019-12-10,3.8,0,5.2,3.171
2019-12-11,15,5.3,7.1,6.179
2019-12-12,23,3.6,8,5.45
2019-12-13,0.2,2.9,8.1,4.771
2019-12-14,0.2,1.2,6.4,3.362
2019-12-15,0,-1.4,7.5,1.479
2019-12-16,4.4,1.4,5,3.746
2019-12-17,1,3.6,7.1,5.2
2019-12-18,11,3.5,5.9,4.858
2019-12-19,24.2,2.7,7.2,5.654
2019-12-20,14.2,4.7,7.1,6.2
2019-12-21,1,3.4,6.6,4.579
2019-12-22,0,0.4,7.5,4.646
2019-12-23,0.6,-0.2,4.6,2.329
2019-12-24,5.2,3,5.2,3.7
2019-12-25,1.4,-0.2,5.7,3.004
2019-12-26,1.2,-0.6,4.2,2.275
2019-12-27,0.2,0.1,4.2,2.129
2019-12-28,2.4,3.7,5.4,4.733
2019-12-29,2.2,5,9,6.525
2019-12-30,0.6,4.9,7.8,6.792
2019-12-31,10.2,7,10.2,8.192
2020-01-01,0.2,3.1,12.6,8.417
2020-01-02,18,1.9,5.2,3.004
2020-01-03,9.4,6.5,10.7,8.471
2020-01-04,7.2,1,6.2,4.321
2020-01-05,3,3,7.2,4.987
2020-01-06,17,2.6,5.9,4.092
2020-01-07,21.4,4.4,10.9,7.475
2020-01-08,0,-0.9,5.2,2.467
2020-01-09,0.2,-2.1,4.1,0.7
2020-01-10,32.2,0.7,6,3.617
2020-01-11,4.6,2.2,5.7,3.729
2020-01-12,11.2,-2,4.3,1.546
2020-01-13,0,-5,-2.3,-4.233
2020-01-14,0,-5.8,-4.2,-5.15
2020-01-15,0,-5.5,2.5,-3.383
2020-01-16,9.8,-3.7,5.6,0.588
2020-01-17,0.8,-5.5,2.3,-1.462
2020-01-18,17.6,0.1,5.6,3.704
2020-01-19,6.2,2.9,5.7,4.025
2020-01-20,5.4,2.9,7.7,4.912
2020-01-21,22.8,2.6,7.5,4.7
2020-01-22,24.6,1.8,6.1,4.358
2020-01-23,23,5.3,11.1,8.771
2020-01-24,5.8,4.8,11.1,7.692
2020-01-25,6.6,5,8.1,6.854
2020-01-26,5,5.3,11.4,7.921
2020-01-27,15.4,3.1,8.4,5.696
2020-01-28,3.8,5.1,7.2,6.204
2020-01-29,12.8,1.5,10.6,6.208
2020-01-30,6.4,0.5,5.9,3.658
2020-01-31,51.2,5.9,12.1,9.258
2020-02-01,7.4,0.9,11.2,6.642
2020-02-02,1.6,-1.8,5.2,1.512
2020-02-03,0,-2.5,5.1,-0.021
2020-02-04,4.6,-1.4,1.4,0.079
2020-02-05,24.2,0.1,3.2,1.688
2020-02-06,10.6,2.2,4.7,3.512
2020-02-07,9,3.8,10.6,5.442
2020-02-08,0.2,0.8,9,4.658
2020-02-09,0,-2.1,6.8,1.421
2020-02-10,0,1.5,9.6,3.971
2020-02-11,0,0.9,11.6,6.15
2020-02-12,0,3.1,8.4,5.513
2020-02-13,0.2,4.3,10,6.117
2020-02-14,0.2,3.8,9.9,6.033
2020-02-15,0.8,2.2,9,5.871
2020-02-16,0.2,-0.2,9.5,3.567
2020-02-17,0,-2,8.7,2.067
2020-02-18,0.2,-2.2,8.2,1.217
2020-02-19,0,-2.8,8.7,1.412
2020-02-20,0,-3.7,10.8,1.954
2020-02-21,0.2,-2.5,10.6,3.971
2020-02-22,1.4,3.7,9.5,6.179
2020-02-23,14,3.4,9.3,5.821
2020-02-24,0,1.1,9.3,4.442
2020-02-25,0,0.6,7.2,3.821
2020-02-26,0,2.5,11.7,6.142
2020-02-27,0,3.9,11.2,6.95
2020-02-28,7.8,3,10.2,5.425
2020-02-29,1.2,-0.3,10.7,3.675
2020-03-01,2,-2.5,8.1,2.262
2020-03-02,0.8,3,8.2,5.75
2020-03-03,0.2,2.1,10.2,6.433
2020-03-04,0,2.8,10.7,6.458
2020-03-05,1.8,0.8,9.4,4.821
2020-03-06,0.2,-1.6,9,2.65
2020-03-07,1.4,-2,7.4,2.004
2020-03-08,0,-2.5,8.6,2.017
2020-03-09,0,-3.3,9.4,2.271
2020-03-10,0.2,1.3,10.5,5.746
2020-03-11,0.2,0.5,11.3,5.883
2020-03-12,0,-1.2,9.4,3.587
2020-03-13,1.6,1.4,6.6,4.025
2020-03-14,0,0.5,4.5,2.054
2020-03-15,0,-3.1,7.6,2.129
2020-03-16,0,-3.9,13.3,3.825
2020-03-17,0,-2.2,13.7,4.475
2020-03-18,0,-1.6,15.5,6.158
2020-03-19,0,0.7,15,6.504
2020-03-20,0,-0.1,15.5,7.075
2020-03-21,0,0.6,15.1,6.987
2020-03-22,0,0.6,12.6,5.829
2020-03-23,0.4,1.3,9.8,5.263
2020-03-24,2.6,0.4,10.7,4.233
2020-03-25,0,-0.2,12.1,4.938
2020-03-26,2,2.2,9.7,5.917
2020-03-27,3.6,4.5,9.6,7.083
2020-03-28,1.2,6.3,11.4,8.721
2020-03-29,1,5,12.8,8.2
2020-03-30,11.4,0.9,8.1,5.154
2020-03-31,0.8,-0.2,9.8,4.575
2020-04-01,1,1.5,10.6,5.046
2020-04-02,0.8,1.5,8.1,4.483
2020-04-03,1,0.8,8.8,3.863
2020-04-04,0.2,0.3,9.1,4.258
2020-04-05,0,0.9,12.8,6.029
2020-04-06,0,-1.4,15,6.579
2020-04-07,0,2.9,14.1,7.812
2020-04-08,0,-0.3,16.4,7.996
2020-04-09,0,1.3,18.6,9.921
2020-04-10,0,4.1,17.6,10.817
2020-04-11,0,2.3,16.5,9.412
2020-04-12,0,-0.3,15.8,7.767
2020-04-13,0,-0.1,17.3,9.088
2020-04-14,0,3.6,17.9,10.629
2020-04-15,0,5.9,20.1,12.121
2020-04-16,0,3.4,21.4,11.963
2020-04-17,0.4,3.8,15.9,10.75
2020-04-18,0.8,9,18.9,12.704
2020-04-19,0,7,18.1,11.846
2020-04-20,0,4.6,17.7,11.704
2020-04-21,0.2,7.8,16,11.463
2020-04-22,23.2,6.2,11.8,8.946
2020-04-23,0,6,17.2,11.292
2020-04-24,0,5,13.8,9.854
2020-04-25,3.2,7.1,16.3,11.4
2020-04-26,6.2,5.4,14.6,10.2
2020-04-27,0.2,7.4,15.4,10.75
2020-04-28,1,4.6,13,8.804
2020-04-29,0.8,5.4,15.5,10.558
2020-04-30,0.4,6.1,15.9,10.817
2020-05-01,0,6.5,16.6,11.196
2020-05-02,2.8,4.8,13.4,9.475
2020-05-03,1.2,3.8,13.6,8.262
2020-05-04,1.8,1.9,15.2,8.692
2020-05-05,0.2,3.7,19.2,11.854
2020-05-06,0,6.7,17.5,12.325
2020-05-07,0,3.2,19.1,11.762
2020-05-08,0,8.5,25.4,16.879
2020-05-09,0,8.2,26.4,18.075
2020-05-10,0,10.5,28,19.229
2020-05-11,2.2,10.8,24.3,17.175
2020-05-12,14.2,10.6,19,13.188
2020-05-13,10,9.3,15.5,12
2020-05-14,0,6.8,19.6,12.479
2020-05-15,0,7.7,19.6,13.375
2020-05-16,12.4,9.4,13.7,11.983
2020-05-17,1.6,8,17.6,13.058
2020-05-18,0,6.1,20.5,13.575
2020-05-19,0,9.2,19.7,14.713
2020-05-20,0,9.8,18.8,14.158
2020-05-21,3,6.8,14.1,10.771
2020-05-22,0,5.6,17.7,11.842
2020-05-23,0,10.1,19.7,13.812
2020-05-24,0.2,9.1,18.1,13.358
2020-05-25,7.8,10.9,17.8,13.775
2020-05-26,0.2,8.9,19,14.258
2020-05-27,0,6.6,24.1,15.296
2020-05-28,0,8.8,26.3,18
2020-05-29,0,11,24.3,18.108
2020-05-30,1.4,11.2,16.1,13.825
2020-05-31,0,8.6,19.1,13.492
2020-06-01,0,5.6,21.2,13.637
2020-06-02,2,8.1,15.6,11.433
2020-06-03,0,7.4,18.3,13.529
2020-06-04,3.2,9.1,20.8,14.062
2020-06-05,0,8.9,20.3,13.696
2020-06-06,0,8.8,15.9,12.746
2020-06-07,0,6.9,20.3,13.792
2020-06-08,0,10.3,17.3,13.363
2020-06-09,7.6,9.6,10.1,9.88
2020-06-10,1.1,11.817,20.223,15.757
2020-06-11,0.2,12.397,20.119,15.96
2020-06-12,7.2,10.852,18.057,14.128
2020-06-13,4.6,9.308,17.336,13.008
2020-06-14,0.2,6.895,18.676,12.397
2020-06-15,5.5,10.659,18.47,14.331
2020-06-16,0.2,7.571,20.635,13.72
2020-06-17,0.2,8.536,22.594,15.146
2020-06-18,0.2,9.501,24.347,16.571
2020-06-19,0.6,12.783,23.213,17.691
2020-06-20,3.6,16.161,20.016,17.895
2020-06-21,0.2,13.941,21.769,17.589
2020-06-22,0.2,9.211,23.11,15.757
2020-06-23,0.2,12.879,24.037,18.2
2020-06-24,0.9,15.678,23.625,19.524
2020-06-25,0.2,11.817,25.996,18.607
2020-06-26,0.2,13.265,23.728,18.302
2020-06-27,0.9,11.419,19.008,15.733
2020-06-28,0.6,10.565,24.919,17.48
2020-06-29,0,12.292,23.809,18.418
2020-06-30,0,13.137,21.39,16.559
2020-07-01,0,12.944,17.867,15.19
2020-07-02,0,12.437,19.674,15.373
2020-07-03,12.2,10.858,14.553,12.477
2020-07-04,0.2,10.614,19.532,14.343
2020-07-05,0,9.089,23.617,16.537
2020-07-06,0,9.854,22.465,16.555
2020-07-07,0,12.534,19.103,15.666
2020-07-08,0.2,9.854,21.342,15.603
2020-07-09,1.4,12.703,22.609,16.414
2020-07-10,0,11.394,22.369,16.659
2020-07-11,0.2,11.516,18.889,15.134
2020-07-12,0,10.1,23.761,15.926
2020-07-13,0,8.444,23.954,16.353
2020-07-14,0,10.051,25.695,18.159
2020-07-15,0,12.316,27.53,20.037
2020-07-16,0,13.786,27.308,19.849
2020-07-17,0,13.642,24.146,18.54
2020-07-18,0,11.2,26.891,19.233
2020-07-19,0,14.385,26.573,20.755
2020-07-20,0,14.002,32.021,22.431
2020-07-21,0,14.96,28.717,21.72
2020-07-22,0,16.129,25.89,20.124
2020-07-23,0,14.912,25.477,18.819
2020-07-24,0,13.666,22.681,17.547
2020-07-25,0,9.756,25.695,17.843
2020-07-26,0,10.834,30.95,21.069
2020-07-27,0,13.594,32.407,22.988
2020-07-28,0,14.888,27.604,20.534
2020-07-29,0,11.175,28.891,20.306
2020-07-30,0,12.968,34.071,23.343
2020-07-31,0,17.177,29.665,22.704
2020-08-01,0,14.026,27.284,20.278
2020-08-02,0,12.775,28.221,19.927
2020-08-03,0,14.745,28.766,20.915
2020-08-04,0,13.69,28.99,21.086
2020-08-05,0,14.098,29.865,21.375
2020-08-06,8.6,15.079,22.705,18.352
2020-08-07,3.6,12.727,21.485,16.15
2020-08-08,0.2,12.074,21.748,16.365
2020-08-09,0,10.32,25.137,17.843
2020-08-10,0,12.558,25.817,18.652
2020-08-11,0,11.2,23.256,16.35
2020-08-12,0,10.883,21.939,15.933
2020-08-13,0,8.668,23.905,16.036
2020-08-14,0,9.879,26.842,18.323
2020-08-15,0,12.219,29.941,20.694
2020-08-16,0,13.305,34.572,23.805
2020-08-17,0.2,17.629,31.459,23.975
2020-08-18,0,15.366,28.965,21.147
2020-08-19,0,13.305,25.404,19.325
2020-08-20,11,14.912,20.007,17.319
2020-08-21,2.2,14.792,22.609,17.636
2020-08-22,0,11.151,24.243,17.123
2020-08-23,0,10.247,23.352,16.487
2020-08-24,0,12.703,23.497,17.438
2020-08-25,0,9.854,25.21,16.897
2020-08-26,0,10.443,25.453,17.164
2020-08-27,0,10.883,25.404,17.702
2020-08-28,0,11.346,24.484,17.713
2020-08-29,0,11.224,22.034,16.262
2020-08-30,2.6,7.82,22.298,13.827
2020-08-31,0.2,10.883,22.202,15.364
2020-09-01,0,11.029,24.823,17.307
2020-09-02,0,12.364,26.061,17.869
2020-09-03,0,12.268,26.646,18.497
2020-09-04,0,11.613,29.665,19.974
2020-09-05,0,13.353,23.184,17.836
2020-09-06,0,11.71,26.818,18.051
2020-09-07,0,14.745,29.015,21.412
2020-09-08,0,11.273,28.493,19.614
2020-09-09,0,10.001,31.382,19.971
2020-09-10,0,12.34,33.001,21.508
2020-09-11,0,13.473,26.134,18.555
2020-09-12,0,10.687,16.677,13.568
2020-09-13,0,11.321,16.844,13.505
2020-09-14,2.2,10.222,18.295,14.029
2020-09-15,1.4,13.618,25.695,17.884
2020-09-16,0.2,13.377,25.016,17.949
2020-09-17,0.2,14.074,23.905,17.775
2020-09-18,0.6,14.266,18.343,16.09
2020-09-19,0,13.064,22.585,17.679
2020-09-20,0,10.687,22.25,15.326
2020-09-21,0.2,9.41,22.872,14.654
